 2.583436e-01  1.977168e-06  1.245778e+05  3.578012e-04  3.283229e+09
 2.755877e-01  1.794529e-06  1.225815e+05  3.909190e-04  2.683783e+09
 2.939828e-01  1.628760e-06  1.206173e+05  4.271020e-04  2.193784e+09
 3.136058e-01  1.478305e-06  1.186845e+05  4.666341e-04  1.793248e+09
 3.345386e-01  1.341748e-06  1.167827e+05  5.098252e-04  1.465840e+09
 3.568686e-01  1.217805e-06  1.149114e+05  5.570139e-04  1.198211e+09
 3.806891e-01  1.105311e-06  1.130700e+05  6.085703e-04  9.794444e+08
 4.060997e-01  1.003208e-06  1.112582e+05  6.648985e-04  8.006199e+08
 4.332063e-01  9.105378e-07  1.094753e+05  7.264403e-04  6.544449e+08
 4.621223e-01  8.264276e-07  1.077211e+05  7.936782e-04  5.349582e+08
 4.929683e-01  7.500869e-07  1.059950e+05  8.671392e-04  4.372872e+08
 5.258734e-01  6.807982e-07  1.042965e+05  9.473993e-04  3.574487e+08
 5.609747e-01  6.179100e-07  1.026252e+05  1.035088e-03  2.921870e+08
 5.984191e-01  5.608310e-07  1.009808e+05  1.130892e-03  2.388406e+08
 6.383628e-01  5.090246e-07  9.936264e+04  1.235563e-03  1.952341e+08
 6.809727e-01  4.620038e-07  9.777045e+04  1.349922e-03  1.595891e+08
 7.264268e-01  4.193266e-07  9.620377e+04  1.474864e-03  1.304521e+08
 7.749148e-01  3.805916e-07  9.466219e+04  1.611369e-03  1.066349e+08
 8.266394e-01  3.454347e-07  9.314531e+04  1.760507e-03  8.716615e+07
 8.818165e-01  3.135254e-07  9.165274e+04  1.923447e-03  7.125194e+07
 9.406767e-01  2.845638e-07  9.018409e+04  2.101466e-03  5.824330e+07
 1.003466e+00  2.582774e-07  8.873897e+04  2.295957e-03  4.760973e+07
 1.070446e+00  2.344192e-07  8.731701e+04  2.508446e-03  3.891759e+07
 1.141897e+00  2.127649e-07  8.591784e+04  2.740597e-03  3.181243e+07
 1.218117e+00  1.931109e-07  8.454108e+04  2.994227e-03  2.600450e+07
 1.299424e+00  1.752724e-07  8.318639e+04  3.271323e-03  2.125696e+07
 1.386159e+00  1.590818e-07  8.185340e+04  3.574055e-03  1.737619e+07
 1.478684e+00  1.443867e-07  8.054178e+04  3.904792e-03  1.420395e+07
 1.577384e+00  1.310491e-07  7.925117e+04  4.266121e-03  1.161088e+07
 1.682672e+00  1.189435e-07  7.798124e+04  4.660870e-03  9.491233e+06
 1.794989e+00  1.079562e-07  7.673166e+04  5.092125e-03  7.758573e+06
 1.914802e+00  9.798382e-08  7.550211e+04  5.563256e-03  6.342246e+06
 2.042612e+00  8.893264e-08  7.429225e+04  6.077945e-03  5.184497e+06
 2.178954e+00  8.071755e-08  7.310179e+04  6.640210e-03  4.238116e+06
 2.324397e+00  7.326133e-08  7.193040e+04  7.254438e-03  3.464513e+06
 2.479547e+00  6.649386e-08  7.077778e+04  7.925417e-03  2.832143e+06
 2.645054e+00  6.035154e-08  6.964363e+04  8.658374e-03  2.315220e+06
 2.821608e+00  5.477661e-08  6.852765e+04  9.459012e-03  1.892666e+06
 3.009947e+00  4.971666e-08  6.742956e+04  1.033355e-02  1.547253e+06
 3.210857e+00  4.512412e-08  6.634906e+04  1.128879e-02  1.264896e+06
 3.425177e+00  4.095581e-08  6.528588e+04  1.233212e-02  1.034084e+06
 3.653803e+00  3.717255e-08  6.423973e+04  1.347161e-02  8.454062e+05
 3.897690e+00  3.373876e-08  6.321035e+04  1.471606e-02  6.911696e+05
 4.157856e+00  3.062217e-08  6.219746e+04  1.607505e-02  5.650867e+05
 4.435388e+00  2.779347e-08  6.120080e+04  1.755901e-02  4.620177e+05
 4.731444e+00  2.522607e-08  6.022012e+04  1.917930e-02  3.777610e+05
 5.047262e+00  2.289583e-08  5.925515e+04  2.094827e-02  3.088823e+05
 5.384160e+00  2.078084e-08  5.830564e+04  2.287934e-02  2.525741e+05
 5.743546e+00  1.886123e-08  5.737134e+04  2.498710e-02  2.065417e+05
 6.126921e+00  1.711894e-08  5.645202e+04  2.728736e-02  1.689092e+05
 6.535885e+00  1.553759e-08  5.554743e+04  2.979727e-02  1.381433e+05
 6.972147e+00  1.410231e-08  5.465733e+04  3.253538e-02  1.129904e+05
 7.437529e+00  1.279962e-08  5.378149e+04  1.973430e-03  1.663669e+06
 7.933974e+00  1.161727e-08  5.291969e+04  2.154333e-03  1.361029e+06
 8.463557e+00  1.054413e-08  5.207171e+04  2.351523e-03  1.113582e+06
 9.028489e+00  9.570124e-09  5.123730e+04  2.566390e-03  9.112548e+05
 9.631129e+00  8.686091e-09  5.041627e+04  2.800421e-03  7.458138e+05
 1.027399e+01  7.883719e-09  4.960840e+04  3.055203e-03  6.105272e+05
 1.095977e+01  7.155467e-09  4.881347e+04  3.332421e-03  4.998923e+05
 1.169132e+01  6.494486e-09  4.803128e+04  3.633856e-03  4.094113e+05
 1.247170e+01  5.894562e-09  4.726162e+04  3.961380e-03  3.354072e+05
 1.330417e+01  5.350056e-09  4.650429e+04  4.316942e-03  2.748742e+05
 1.419221e+01  4.855849e-09  4.575911e+04  4.702555e-03  2.253552e+05
 1.513952e+01  4.407293e-09  4.502586e+04  5.120271e-03  1.848416e+05
 1.615006e+01  4.000173e-09  4.430436e+04  5.572150e-03  1.516915e+05
 1.722806e+01  3.630660e-09  4.359442e+04  6.060216e-03  1.245624e+05
 1.837801e+01  3.295280e-09  4.289586e+04  6.586398e-03  1.023572e+05
 1.960472e+01  2.990881e-09  4.220849e+04  7.152459e-03  8.417872e+04
 2.091331e+01  2.714601e-09  4.153214e+04  1.396781e-01  3.849644e+03
 2.230925e+01  2.463841e-09  4.086663e+04  1.513768e-01  3.172348e+03
 2.379836e+01  2.236246e-09  4.021178e+04  1.638507e-01  2.617479e+03
 2.538687e+01  2.029674e-09  3.956742e+04  1.770972e-01  2.162774e+03
 2.708141e+01  1.842185e-09  3.893339e+04  1.194353e-02  2.864055e+04
 2.888906e+01  1.672014e-09  3.830952e+04  1.286294e-02  2.375008e+04
 3.081737e+01  1.517563e-09  3.769564e+04  1.382247e-02  1.973835e+04
 3.287439e+01  1.377379e-09  3.709160e+04  1.481565e-02  1.644626e+04
 3.506872e+01  1.250145e-09  3.649724e+04  1.583339e-02  1.374375e+04
 3.740951e+01  1.134664e-09  3.591241e+04  1.686349e-02  1.152452e+04
 3.990655e+01  1.029850e-09  3.533694e+04  4.148435e-02  4.183862e+03
 4.257026e+01  9.347183e-10  3.477070e+04  4.381059e-02  3.538131e+03
 4.541177e+01  8.483744e-10  3.421353e+04  3.175761e-01  4.359096e+02
 4.844294e+01  7.700064e-10  3.366529e+04  8.726854e-02  1.416700e+03
 5.167645e+01  6.988776e-10  3.312584e+04  9.049406e-02  1.220131e+03
 5.512579e+01  6.343193e-10  3.259503e+04  3.537263e-01  2.787730e+02
 5.880536e+01  5.757245e-10  3.207272e+04  4.506119e-02  1.954369e+03
 6.273055e+01  5.225424e-10  3.155878e+04  4.543251e-02  1.731146e+03
 6.691773e+01  4.742729e-10  3.105308e+04  4.524292e-02  1.552534e+03
 7.138440e+01  4.304623e-10  3.055549e+04  2.960964e-02  2.118605e+03
 7.614922e+01  3.906987e-10  3.006586e+04  2.859163e-02  1.959456e+03
 8.123209e+01  3.546082e-10  2.958408e+04  3.250516e-01  1.539264e+02
 8.665422e+01  3.218515e-10  2.911003e+04  2.738685e-02  1.631604e+03
 9.243828e+01  2.921207e-10  2.864356e+04  2.474582e-02  1.612673e+03
 9.860842e+01  2.651363e-10  2.818458e+04  2.388533e-01  1.492135e+02
 1.051904e+02  2.406445e-10  2.773295e+04  2.026201e-01  1.570898e+02
 1.122117e+02  2.184151e-10  2.728855e+04  1.653040e-01  1.719644e+02
 1.197017e+02  1.982392e-10  2.685128e+04  1.289197e-01  1.969219e+02
 1.276917e+02  1.799270e-10  2.642101e+04  9.544913e-02  2.375377e+02
 1.362149e+02  1.633064e-10  2.599764e+04  6.655162e-02  3.042545e+02
 1.453071e+02  1.482211e-10  2.558105e+04  4.329707e-02  4.176654e+02
 1.550062e+02  1.345293e-10  2.517113e+04  2.600345e-02  6.210797e+02
